orden;token;cat1;lema
45188;agradado;v;AGRADAr
45189;respetuosas;j;respetuoso
45190;discurriendo;v;discurrir
45191;convivido;v;convivir
45192;rotaciones;n;rotación
45193;mojan;v;mojar
45194;felicitarlo;v;felicitar
45195;esforzaron;v;esforzar
45196;honró;v;honrar
45197;impregnaba;v;impregnar
45198;transitando;v;transitar
45199;peque;v;pecar
45200;desafío;v;desafiar
45201;ofendidos;v;ofender
45202;comisaría;n;comisaría
45203;pudra;v;pudrir
45204;traicionada;v;traicionar
45205;traicionando;v;traicionar
45206;descuida;v;descuidar
45207;conferido;v;conferir
45208;meditado;v;meditar
45209;despojando;v;despojar
45210;concertados;v;concertar
45211;concertó;v;concertar
45212;alcaldías;n;alcaldía
45213;prospera;v;prosperar
45214;descifrando;v;descifrar
45215;enlazado;v;enlazar
45216;conllevaba;v;conllevar
45217;conllevar;v;conllevar
45218;consuelo;n;consuelo
45219;apuran;v;apurar
45220;favoritas;n;favorito
45221;plasmados;v;plasmar
45222;triples;j;triple
45223;noruegas;j;noruego
45224;dificultando;v;dificultar
45225;dificultó;v;dificultar
45226;entabla;v;entablar
45227;urgen;v;urgir
45228;utensilio;n;utensilio
45229;largado;v;largar
45230;cuñadas;n;cuñado
45231;centralizados;v;centralizar
45232;vaciando;v;vaciar
45233;simuló;v;simular
45234;supervisan;v;supervisar
45235;avergüenza;v;avergonzar
45236;virrey;n;virrey
45237;geometrías;n;geometría
45238;consejera;n;consejero
45239;despegaba;v;despegar
45240;desiertos;j;desierto
45241;cancelan;v;cancelar
45242;bordeado;v;bordear
45243;recreado;v;recrear
45244;intuyendo;v;intuir
45245;amontonado;v;amontonar
45246;escupían;v;escupir
45247;reaparecía;v;reaparecer
45248;reaparecido;v;reaparecer
45249;encomendaron;v;encomendar
45250;repasó;v;repasar
45251;desmienten;v;desmentir
45252;vislumbran;v;vislumbrar
45253;indagado;v;indagar
45254;desenvuelto;v;desenvolver
45255;posibilitaron;v;posibilitar
45256;inhibiendo;v;inhibir
45257;interponía;v;interponer
45258;aflojaban;v;aflojar
45259;tentados;v;tentar
45260;arruinados;v;arruinar
45261;intensivas;j;intensivo
45262;excedía;v;exceder
45263;unitarias;j;unitario
45264;traductora;n;traductor
45265;encarnan;v;encarnar
45266;medie;v;mediar
45267;estrellaba;v;estrellar
45268;estrellaron;v;estrellar
45269;excavada;v;excavar
45270;colocaciones;n;colocación
45271;acatando;v;acatar
45272;calza;v;calzar
45273;humilló;v;humillar
45274;palpando;v;palpar
45275;perfiló;v;perfilar
45276;paternas;j;paterno
45277;cala;v;calar
45278;calaba;v;calar
45279;patrocinar;v;patrocinar
45280;asados;v;asar
45281;canon;n;canon
45282;pelando;v;pelar
45283;obligatorios;n;obligatorio
45284;lastimada;v;lastimar
45285;declina;v;declinar
45286;declinado;v;declinar
45287;acarreaba;v;acarrear
45288;acarrean;v;acarrear
45289;percata;v;percatar
45290;inquietar;v;inquietar
45291;inmersas;j;inmerso
45292;cursando;v;cursar
45293;numéricas;j;numérico
45294;desvelada;v;desvelar
45295;despacha;v;despachar
45296;desgraciadas;n;desgraciado
45297;centenarias;j;centenario
45298;confeccionados;v;confeccionar
45299;desesperarse;v;desesperar
45300;desespere;v;desesperar
45301;atina;v;atinar
45302;acústicos;j;acústico
45303;cónsules;n;cónsul
45304;mendiga;n;mendigo
45305;azotado;v;azotar
45306;superpone;v;superponer
45307;crepúsculos;n;crepúsculo
45308;emigraciones;n;emigración
45309;empeorando;v;empeorar
45310;aterraba;v;aterrar
45311;helio;n;helio
45312;evidenciando;v;evidenciar
45313;consentido;v;consentir
45314;jalando;v;jalar
45315;simplificada;v;simplificar
45316;suplicar;v;suplicar
45317;ladra;v;ladrar
45318;ladran;v;ladrar
45319;antropóloga;n;antropólogo
45320;acrecentaba;v;acrecentar
45321;perecido;v;perecer
45322;distorsionado;v;distorsionar
45323;prematuras;j;prematuro
45324;inclusiones;n;inclusión
45325;fisiones;n;fisión
45326;repudiar;v;repudiar
45327;repudió;v;repudiar
45328;acometieron;v;acometer
45329;acoplado;v;acoplar
45330;saboreaba;v;saborear
45331;esparcían;v;esparcir
45332;maternidad;n;maternidad
45333;repercutido;v;repercutir
45334;recopila;v;recopilar
45335;crueldades;n;crueldad
45336;excitados;v;excitar
45337;vomitaba;v;vomitar
45338;sorteado;v;sortear
45339;sorteó;v;sortear
45340;esfumaba;v;esfumar
45341;delatan;v;delatar
45342;deambulaba;v;deambular
45343;reorganizaron;v;reorganizar
45344;meciéndose;v;mecer
45345;pedagogía;n;pedagogía
45346;pateaba;v;patear
45347;cosechado;v;cosechar
45348;suspensos;n;suspenso
45349;canalizan;v;canalizar
45350;azteca;n;azteca
45351;nazi;n;nazi
45352;pavimentos;n;pavimento
45353;habilitó;v;habilitar
45354;tallaban;v;tallar
45355;ensanchaba;v;ensanchar
45356;anclada;v;anclar
45357;anclas;v;anclar
45358;cercos;n;cerco
45359;congregaron;v;congregar
45360;alinea;v;alinear
45361;envenenada;v;envenenar
45362;fecunda;v;fecundar
45363;frenéticas;j;frenético
45364;monstruosas;j;monstruoso
45365;temple;n;temple
45366;aniquilada;v;aniquilar
45367;recíprocas;j;recíproco
45368;payaso;n;payaso
45369;detestan;v;detestar
45370;marea;v;marear
45371;baldes;n;balde
45372;caga;v;cagar
45373;legalizado;v;legalizar
45374;moldeada;v;moldear
45375;moldeo;v;moldear
45376;abona;v;abonar
45377;solidarias;j;solidario
45378;colonizadora;n;colonizador
45379;agrios;j;agrio
45380;desilusiones;n;desilusión
45381;curaciones;n;curación
45382;millonaria;j;millonario
45383;erosionada;v;erosionar
45384;hospitalarias;j;hospitalario
45385;revolucionaron;v;revolucionar
45386;descriptivos;j;descriptivo
45387;mecenas;n;mecenas
45388;confiscado;v;CONFISCAr
45389;escuetas;j;escueto
45390;rasga;v;rasgar
45391;encaramarse;v;encaramar
45392;refinamientos;n;refinamiento
45393;propugnaban;v;propugnar
45394;sollozó;v;sollozar
45395;añorando;v;añorar
45396;añoro;v;añorar
45397;saqueó;v;saquear
45398;minimiza;v;minimizar
45399;placenteros;j;placentero
45400;escoltada;v;escoltar
45401;escoltados;v;escoltar
45402;impureza;n;impureza
45403;ahonda;v;ahondar
45404;desmanteló;v;desmantelar
45405;afligía;v;afligir
45406;porterías;n;portería
45407;nutrición;n;nutrición
45408;sorbía;v;sorber
45409;azuladas;j;azulado
45410;ceñido;v;ceñir
45411;descalificado;v;descalificar
45412;restrictivos;j;restrictivo
45413;inflada;v;inflar
45414;inflar;v;inflar
45415;acogedores;n;acogedor
45416;episcopales;j;episcopal
45417;anidaban;v;anidar
45418;desvíos;n;desvío
45419;sumisos;j;sumiso
45420;hinca;v;hincar
45421;tenebrosas;j;tenebroso
45422;catastróficas;j;catastrófico
45423;híbrida;j;híbrido
45424;agrandó;v;agrandar
45425;larguísimas;j;larguísimo
45426;trémulas;j;trémulo
45427;colonizadas;v;colonizar
45428;póstumos;j;póstumo
45429;desbaratado;v;desbaratar
45430;obstruye;v;obstruir
45431;agobiaba;v;agobiar
45432;descontó;v;descontar
45433;rastrea;v;rastrear
45434;aullaban;v;aullar
45435;inmovilizada;v;inmovilizar
45436;nefastas;j;nefasto
45437;encarnados;j;encarnado
45438;anaranjados;j;anaranjado
45439;absorto;j;absorto
45440;desperdiciando;v;desperdiciar
45441;bromea;v;bromear
45442;derretía;v;derretir
45443;acuñada;v;acuñar
45444;brechas;n;brecha
45445;aprisionado;v;aprisionar
45446;esgrime;v;esgrimir
45447;esgrimir;v;esgrimir
45448;musa;n;musa
45449;normativos;j;normativo
45450;subdividir;v;subdividir
45451;cromáticos;j;cromático
45452;digerido;v;digerir
45453;digiere;v;digerir
45454;viscosos;j;viscoso
45455;hinchar;v;hinchar
45456;interestelares;j;interestelar
45457;reflexivos;j;reflexivo
45458;degenerar;v;degenerar
45459;semeja;v;semejar
45460;moderada;n;moderado
45461;soleados;v;solear
45462;rasa;j;raso
45463;desvistió;v;desvestir
45464;boscoso;j;boscoso
45465;decrecer;v;decrecer
45466;recolectando;v;recolectar
45467;popularizar;v;popularizar
45468;aquejada;v;aquejar
45469;manchar;v;manchar
45470;roncar;v;roncar
45471;seductoras;n;seductor
45472;plagados;j;plagado
45473;meando;v;mear
45474;inspeccionando;v;inspeccionar
45475;desconecta;v;desconectar
45476;inquiere;v;inquirir
45477;sustrajeron;v;sustraer
45478;encubre;v;encubrir
45479;managers;n;manager
45480;aterrorizados;v;aterrorizar
45481;conspiraron;v;conspirar
45482;decomisado;v;decomisar
45483;jadear;v;jadear
45484;entrecortadas;j;entrecortado
45485;recompensa;v;recompensar
45486;untó;v;untar
45487;crispado;v;crispar
45488;esparcida;j;esparcido
45489;acapara;v;acaparar
45490;supersónicas;j;supersónico
45491;ventilado;v;ventilar
45492;anudados;v;anudar
45493;anudó;v;anudar
45494;certifica;v;certificar
45495;escarpado;j;escarpado
45496;agazapados;v;agazaparse
45497;ensangrentadas;v;ensangrentar
45498;ensangrentados;v;ensangrentar
45499;humorísticas;j;humorístico
45500;penitenciarios;j;penitenciario
45501;alérgicos;j;alérgico
45502;inmundos;j;inmundo
45503;retardada;v;retardar
45504;doctorales;j;doctoral
45505;igualitos;j;igualito
45506;convergían;v;converger
45507;antropológicas;j;antropológico
45508;llorosas;j;lloroso
45509;apaciguó;v;apaciguar
45510;agredió;v;agredir
45511;naufragar;v;naufragar
45512;honras;n;honra
45513;releyendo;v;releer
45514;andaluz;n;andaluz
45515;viajera;j;viajero
45516;quintetos;n;quinteto
45517;encrucijadas;n;encrucijada
45518;reglamentarios;j;reglamentario
45519;ovaladas;j;ovalado
45520;notificar;v;notificar
45521;terciarias;j;terciario
45522;barajan;v;barajar
45523;bateando;v;batear
45524;astutos;j;astuto
45525;yenes;n;yen
45526;asaltante;n;asaltante
45527;oficiar;v;oficiar
45528;proteicos;j;proteico
45529;deliberadas;j;deliberado
45530;pisoteando;v;pisotear
45531;estirados;j;estirado
45532;galardonada;v;galardonar
45533;trascienden;v;trascendir
45534;cundir;v;cundir
45535;arropada;v;arropar
45536;exiguos;j;exiguo
45537;alentadores;j;alentador
45538;cuajado;v;cuajar
45539;unicelular;j;unicelular
45540;tensar;v;tensar
45541;avienta;v;aventar
45542;contactó;v;contactar
45543;transportadora;n;transportador
45544;mercenario;n;mercenario
45545;anglosajonas;j;anglosajón
45546;enfundada;v;enfundar
45547;bonaerenses;j;bonaerense
45548;remuneraciones;n;remuneración
45549;erizados;j;erizado
45550;mentirosos;j;mentiroso
45551;abatida;j;abatido
45552;gozosos;j;gozoso
45553;pulcros;j;pulcro
45554;plumajes;n;plumaje
45555;zumbaban;v;zumbar
45556;zumbando;v;zumbar
45557;zumbar;v;zumbar
45558;lívidas;j;lívido
45559;decanta;v;decantar
45560;abultado;j;abultado
45561;constitutivo;j;constitutivo
45562;escrutando;v;escrutar
45563;apilando;v;apilar
45564;raptos;n;rapto
45565;orquídea;n;orquídea
45566;morfológicos;j;morfológico
45567;urdió;v;urdir
45568;aviva;v;avivar
45569;vetustos;j;vetusto
45570;desmoronó;v;desmoronar
45571;espumosos;j;espumoso
45572;taché;v;tachar
45573;jotas;n;jota
45574;búlgaras;n;búlgaro
45575;desertó;v;desertar
45576;adueña;v;adueñarse
45577;hoz;n;hoz
45578;apesta;v;apestar
45579;interruptores;n;interruptor
45580;carritos;n;carrito
45581;desgranando;v;desgranar
45582;flagrantes;j;flagrante
45583;reconquistó;v;reconquistar
45584;monográfica;j;monográfico
45585;declinaciones;n;declinación
45586;inflamatorios;j;inflamatorio
45587;insaciables;j;insaciable
45588;receptivos;j;receptivo
45589;gotear;v;gotear
45590;extraviado;v;extraviar
45591;extravió;v;extraviar
45592;ociosos;j;ocioso
45593;silenció;v;silenciar
45594;anacrónicos;j;anacrónico
45595;humanísticos;j;humanístico
45596;campestres;j;campestre
45597;incapacitados;v;incapacitar
45598;surrealista;n;surrealista
45599;hoteleras;j;hotelero
45600;repetitivos;j;repetitivo
45601;fulgurantes;j;fulgurante
45602;reclinada;v;reclinar
45603;afanado;v;afanar
45604;pin;n;pin
45605;espaciado;v;ESPACIAr
45606;suculentas;j;suculento
45607;pelusas;n;pelusa
45608;sobrevolando;v;sobrevolar
45609;disperso;n;disperso
45610;frigoríficos;n;frigorífico
45611;rugosas;j;rugoso
45612;odiosas;j;odioso
45613;añoranzas;n;añoranza
45614;desarmó;v;desarmar
45615;rubores;n;rubor
45616;ondeaba;v;ondear
45617;reparticiones;n;repartición
45618;peinadas;j;peinado
45619;adiestrar;v;adiestrar
45620;apócrifa;j;apócrifo
45621;estampado;j;estampado
45622;anochecido;v;anochecer
45623;merodear;v;merodear
45624;subvencionar;v;subvencionar
45625;sulfatos;n;sulfato
45626;tangentes;n;tangente
45627;programático;j;programático
45628;rizadas;j;rizado
45629;atañen;v;atañer
45630;arreo;v;arrear
45631;recoveco;n;recoveco
45632;esponjosas;j;esponjoso
45633;neumático;n;neumático
45634;lonjas;n;lonja
45635;carita;n;carita
45636;estrafalarios;j;estrafalario
45637;niñeras;n;niñera
45638;desproporcionadas;j;desproporcionado
45639;embestidas;n;embestida
45640;cónico;n;cónico
45641;disciplinarios;j;disciplinario
45642;durazno;n;durazno
45643;yuyo;n;yuyo
45644;camarotes;n;camarote
45645;aplanado;v;APLANAr
45646;asépticas;j;aséptico
45647;solitos;n;solito
45648;circulares;n;circular
45649;limas;n;lima
45650;australes;j;austral
45651;imprudencias;n;imprudencia
45652;túmulo;n;túmulo
45653;posesiva;j;posesivo
45654;lugareño;j;lugareño
45655;gelatinas;n;gelatina
45656;pugnaba;v;pugnar
45657;adelantadas;j;adelantado
45658;indiscretas;j;indiscreto
45659;hostigar;v;hostigar
45660;varoniles;j;varonil
45661;aritméticas;j;aritmético
45662;ponche;n;ponche
45663;enfrascado;v;enfrascar
45664;languidece;v;languidecer
45665;braseros;n;brasero
45666;escuálida;j;escuálido
45667;chacras;n;chacra
45668;pasmados;j;pasmado
45669;federado;v;federar
45670;cuarteados;v;cuartear
45671;etéreas;j;etéreo
45672;refutó;v;refutar
45673;revolcaba;v;revolcar
45674;empaña;v;empañar
45675;populoso;j;populoso
45676;deficitaria;j;deficitario
45677;deficitarias;j;deficitario
45678;expiatorios;j;expiatorio
45679;bendita;n;bendito
45680;enarbolando;v;enarbolar
45681;enzimáticas;j;enzimático
45682;automatizado;v;automatizar
45683;enraizada;v;enraizar
45684;agujereada;v;agujerear
45685;enciclopédica;j;enciclopédico
45686;infundados;j;infundado
45687;tino;n;tino
45688;soldadas;v;soldar
45689;quilla;n;quilla
45690;neutrino;n;neutrino
45691;ridiculiza;v;ridiculizar
45692;verídica;j;verídico
45693;modistas;n;modista
45694;cazuelas;n;cazuela
45695;acamparon;v;acampar
45696;automovilista;n;automovilista
45697;moteada;v;motear
45698;desprestigiado;v;desprestigiar
45699;intangibles;j;intangible
45700;bobo;j;bobo
45701;pomos;n;pomo
45702;canturreando;v;canturrear
45703;turista;j;turista
45704;desencajado;v;desencajar
45705;corrosivos;j;corrosivo
45706;disparatada;j;disparatado
45707;carretillas;n;carretilla
45708;genitales;j;genital
45709;vacantes;n;vacante
45710;garrotes;n;garrote
45711;dominadora;n;dominador
45712;pétreas;j;pétreo
45713;afectos;j;afecto
45714;reprobado;v;reprobar
45715;multimillonaria;j;multimillonario
45716;fervientes;j;ferviente
45717;aturde;v;aturdir
45718;ideograma;n;ideograma
45719;fanático;j;fanático
45720;voluptuosa;j;voluptuoso
45721;atiborrada;v;atiborrar
45722;sonrosada;v;sonrosar
45723;circunscribe;v;circunscribir
45724;iguanas;n;iguana
45725;reedita;v;reeditar
45726;convexas;j;convexo
45727;abusivo;j;abusivo
45728;culinaria;j;culinario
45729;contrariedades;n;contrariedad
45730;apretujados;v;apretujar
45731;desvirtúa;v;desvirtuar
45732;turnaban;v;turnar
45733;cavilaba;v;cavilar
45734;postreros;j;postrer
45735;penar;v;penar
45736;cornetas;n;corneta
45737;perdurables;j;perdurable
45738;detente;v;detentar
45739;visionarios;j;visionario
45740;camionero;n;camionero
45741;punzadas;n;punzada
45742;garabato;n;garabato
45743;encuadernado;v;encuadernar
45744;posesionó;v;posesionar
45745;bolo;n;bolo
45746;crepusculares;j;crepuscular
45747;neveras;n;nevera
45748;morocha;n;morocho
45749;ascético;j;ascético
45750;sacudidas;n;sacudida
45751;alambradas;n;alambrada
45752;subdividida;j;subdividido
45753;altiplanicies;n;altiplanicie
45754;coartada;v;coartar
45755;invalidar;v;invalidar
45756;intranquila;j;intranquilo
45757;adosada;v;adosar
45758;agregados;j;agregado
45759;moroso;j;moroso
45760;postergados;j;postergado
45761;violácea;j;violáceo
45762;cremas;j;crema
45763;absolutistas;j;absolutista
45764;ionizado;v;ionizar
45765;acribillado;v;acribillar
45766;tempos;n;tempo
45767;gangas;n;ganga
45768;profano;n;profano
45769;carolingios;j;carolingio
45770;floja;n;flojo
45771;propulsado;v;PROPULSAr
45772;desvencijado;v;desvencijar
45773;desgarradora;j;desgarrador
45774;efeméride;n;efeméride
45775;inmadura;j;inmaduro
45776;adineradas;j;adinerado
45777;inermes;j;inerme
45778;milésima;n;milésimo
45779;fogonazos;n;fogonazo
45780;mortífera;j;mortífero
45781;campeado;v;campear
45782;cafetines;n;cafetín
45783;enchufes;v;enchufar
45784;ilusorio;j;ilusorio
45785;zumos;n;zumo
45786;violentar;v;violentar
45787;ralo;j;ralo
45788;lítico;j;lítico
45789;romerías;n;romería
45790;divagando;v;divagar
45791;terroso;j;terroso
45792;paliativos;j;paliativo
45793;embalajes;n;embalaje
45794;mugrientos;j;mugriento
45795;mordaces;j;mordaz
45796;escenificado;v;ESCENIFICAr
45797;otoñales;j;otoñal
45798;isleño;n;isleño
45799;alzamientos;n;alzamiento
45800;gelatinoso;j;gelatinoso
45801;señera;j;señero
45802;tónicos;n;tónico
45803;contragolpes;n;contragolpe
45804;fresnos;n;fresno
45805;santiguó;v;santiguar
45806;regular;n;regular
45807;flanquean;v;flanquear
45808;pueblerina;j;pueblerino
45809;fustiga;v;fustigar
45810;fustigó;v;fustigar
45811;martillado;v;MARTILLAr
45812;meloso;j;meloso
45813;carreteros;n;carretero
45814;discriminatoria;j;discriminatorio
45815;novelesca;j;novelesco
45816;mutante;j;mutante
45817;divertimentos;n;divertimento
45818;pitar;v;pitar
45819;lila;n;lila
45820;egresé;v;egresar
45821;tanteos;n;tanteo
45822;sartenes;n;sartén
45823;homicida;j;homicida
45824;rezagada;j;rezagado
45825;incidentes;j;incidente
45826;desmayada;j;desmayado
45827;chipas;n;chipa
45828;extenuado;v;extenuar
45829;ascua;n;ascua
45830;colegiado;j;colegiado
45831;forrajes;n;forraje
45832;cereza;n;cereza
45833;virulento;j;virulento
45834;disparidades;n;disparidad
45835;huidiza;j;huidizo
45836;desembolsado;v;desembolsar
45837;quejumbrosa;j;quejumbroso
45838;cortical;j;cortical
45839;metodológico;j;metodológico
45840;catapultas;n;catapulta
45841;sanar;v;sanar
45842;recetó;v;recetar
45843;descorrer;v;descorrer
45844;arguye;v;argüir
45845;allegados;j;allegado
45846;monstruosidades;n;monstruosidad
45847;persuasivo;j;persuasivo
45848;jalones;n;jalón
45849;detonar;v;detonar
45850;prosaica;j;prosaico
45851;tibetanos;n;tibetano
45852;termonucleares;j;termonuclear
45853;cardiopatías;n;cardiopatía
45854;delgado;n;delgado
45855;clones;n;clon
45856;chapado;v;chapar
45857;maxilares;n;maxilar
45858;consensuado;v;consensuar
45859;definitorias;j;definitorio
45860;extasiada;v;extasiarse
45861;adhesivos;j;adhesivo
45862;púlsar;n;púlsar
45863;talado;v;talar
45864;bufa;j;bufo
45865;desperfecto;n;desperfecto
45866;acobardado;v;acobardar
45867;bizcocho;n;bizcocho
45868;hilillos;n;hilillo
45869;metafórico;j;metafórico
45870;hogareño;j;hogareño
45871;disciplinada;v;disciplinar
45872;concesionaria;j;concesionario
45873;concesionario;j;concesionario
45874;imperecedero;j;imperecedero
45875;extraoficial;j;extraoficial
45876;caribe;n;caribe
45877;discreto;n;discreto
45878;asqueado;v;asquear
45879;parabólica;j;parabólico
45880;sumaria;j;sumario
45881;golosa;j;goloso
